File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
423,0,0,1,0,5,1,45,1,1,1,1.5,0,87,4,3,4,2,3.75,2,2,0,2,0.333333333333333,0,4,0,False
424,1,1,1,0,6,2,162,2,10,4,0.74,0,95,4,238,20,2,3.25,0,1,0,255,0.285714285714286,0,4,2,True
425,0,0,1,0,6,2,42,1,2,0,1.62,0,0,2,6,2,1,2.33333333333333,1,1,0,0,0.5,0,4,2,True
426,1,0,1,0,0,1,25,1,0,0,2.08,0,100,3,0,0,1,1.0,1,2,0,0,0.5,0,2,0,False
427,0,9,1,0,5,1,81,1,0,0,5.79,0,100,0,0,3,0,0.0,0,1,0,6,0.25,0,2,2,False
428,0,6,1,0,8,1,76,1,0,0,6.33,0,0,0,1,3,0,1.0,0,0,0,0,1.0,0,1,0,False
429,0,1,1,0,11,1,35,1,0,0,5.83,0,0,0,2,1,0,1.0,1,1,0,1,0.25,0,1,4,False
430,0,1,1,0,5,1,26,1,0,0,5.2,0,0,0,1,2,0,3.0,3,1,0,1,0.333333333333333,0,3,1,False
431,0,1,1,0,13,1,44,1,0,0,6.29,0,0,0,2,2,0,1.0,1,1,0,0,0.5,0,2,0,False
432,0,1,1,0,4,1,36,1,0,0,7.2,0,0,0,2,0,0,1.0,1,1,0,2,0.333333333333333,0,3,2,False
433,0,0,1,0,4,1,35,1,0,0,1.75,0,0,1,0,6,2,2.0,1,1,0,0,1.0,0,1,0,False
434,0,1,1,0,17,1,46,1,0,0,3.29,0,0,0,3,4,0,3.0,3,1,0,0,1.0,0,1,0,False
435,2,0,2,0,11,2,68,1,0,0,1.03,0,100,1,0,13,2,3.0,1,1,0,1,1.0,0,1,0,False
436,0,0,1,0,4,1,31,1,0,0,1.55,0,0,1,0,8,2,1.0,1,1,0,0,1.0,0,1,0,False
437,2,3,1,0,7,2,184,2,1,5,0.83,1,82,1,1,6,2,4.55,0,1,0,342,0.181818181818182,0,2,4,False
438,2,0,1,0,9,3,183,2,5,5,0.63,1,83,1,0,21,2,3.375,1,1,0,302,0.333333333333333,0,3,3,False
439,0,0,1,0,5,1,62,1,0,0,4.43,0,0,1,3,0,1,2.0,1,1,0,15,0.25,0,4,1,False
440,0,0,1,0,5,1,63,1,0,1,1.54,0,50,3,0,2,1,4.14285714285714,1,1,0,0,0.5,0,5,0,False
441,0,0,1,0,6,1,33,1,0,0,2.36,0,100,3,0,0,1,3.0,3,2,0,0,0.5,0,2,1,False
442,3,0,2,0,9,3,165,1,3,4,0.6,2,75,1,0,32,1,4.78571428571429,0,1,0,87,0.272727272727273,0,2,6,False
443,0,0,1,0,3,1,50,1,0,0,3.57,0,0,1,0,3,2,1.0,1,1,0,60,0.333333333333333,0,3,1,False
444,0,4,1,0,5,1,102,1,0,6,1.32,0,86,1,0,2,1,3.84615384615385,2,1,0,3,1.0,0,1,0,False
445,0,0,1,0,4,1,95,1,0,4,1.12,0,74,1,0,4,2,2.78571428571429,1,1,0,7,0.4,0,4,1,False
446,2,0,1,0,5,2,216,1,0,3,0.94,0,66,1,0,11,1,5.7741935483871,1,1,0,193,0.4,0,3,4,False
447,2,0,9,0,23,14,107,1,0,0,0.4,11,66,2,0,13,1,5.33333333333333,3,4,1,185,0.25,0,2,3,False
448,0,0,1,0,5,1,52,1,1,1,2.0,0,40,1,14,1,2,3.4,0,1,0,0,0.5,0,3,1,False
449,0,0,1,0,7,3,37,1,0,0,1.32,1,0,2,0,3,1,1.0,1,1,0,0,0.5,0,4,0,False
450,0,0,1,0,12,7,62,1,0,2,0.76,3,50,2,0,4,1,2.0,1,1,0,165,0.4,0,1,0,False
451,2,0,2,0,5,3,54,1,0,3,0.81,1,66,2,0,5,1,2.25,2,2,0,4,0.333333333333333,0,3,1,False
452,0,0,1,1,11,5,62,1,0,1,0.64,4,66,2,0,3,1,2.33333333333333,1,1,0,3,0.666666666666667,0,3,2,False
453,1,0,3,0,9,4,60,1,0,3,0.86,2,50,2,0,4,1,4.33333333333333,2,2,0,3,0.5,0,3,2,False
454,1,0,1,0,10,4,74,1,0,1,1.04,1,66,2,0,3,1,3.33333333333333,0,2,0,48,0.5,0,4,1,False
455,0,0,2,0,6,4,63,2,0,0,0.67,1,100,2,0,10,2,3.33333333333333,3,8,2,41,0.5,0,2,0,False
456,0,0,2,1,7,3,49,1,0,1,0.86,1,66,2,0,4,1,2.33333333333333,1,1,0,0,0.5,0,3,1,False
457,1,0,2,0,9,3,83,1,1,2,0.84,1,73,2,0,11,1,2.0,1,1,0,6,0.25,0,6,1,True
458,0,0,1,0,6,3,69,2,0,0,0.68,2,100,2,0,11,2,2.75,2,1,0,27,0.428571428571429,0,4,3,False
459,1,0,2,0,9,3,60,1,0,1,0.95,2,55,2,0,6,1,2.33333333333333,1,2,0,11,0.2,0,3,2,False
460,0,0,4,0,11,4,47,1,0,0,0.92,3,0,2,0,4,1,0.5,0,1,0,15,0.2,0,4,2,False
461,1,0,2,1,8,3,65,1,0,1,0.79,1,50,2,0,6,1,2.5,1,2,0,32,0.307692307692308,0,3,4,False
462,0,3,1,0,7,1,48,1,0,0,5.33,0,0,0,2,1,0,4.33333333333333,1,0,0,0,0.5,0,4,0,False
463,0,9,1,0,8,1,111,1,0,0,5.55,0,0,1,1,1,1,0.7,0,0,0,0,0.5,0,4,1,False
464,4,0,3,0,9,3,207,1,0,6,0.57,3,82,2,0,9,2,5.17647058823529,1,1,0,1,0.333333333333333,0,3,3,False
465,0,2,1,0,6,2,277,2,0,13,0.83,0,100,3,0,7,1,4.58974358974359,1,1,0,49,0.2,0,3,3,True
466,0,0,1,0,4,1,57,1,0,1,1.27,0,28,2,0,0,1,1.57142857142857,0,1,0,59,0.333333333333333,0,3,2,False
467,4,0,1,0,2,1,133,4,8,8,0.7,0,85,7,1,2,2,2.42307692307692,0,0,0,18,0.25,0,1,3,True
468,0,0,1,0,6,1,58,1,3,0,1.41,0,100,4,3,2,1,2.6,1,1,0,109,0.333333333333333,0,1,0,True
469,0,0,1,0,5,1,84,1,0,0,3.23,0,0,9,5,1,1,2.2,0,1,0,0,0.5,0,1,1,False
470,0,0,1,0,3,1,69,2,4,5,1.06,0,43,8,3,3,2,2.77777777777778,0,0,0,4,0.333333333333333,0,1,2,False
471,0,0,1,1,3,1,37,1,0,0,1.32,0,90,1,0,1,2,0.2,0,0,0,0,0.5,0,2,0,False
472,2,0,1,0,3,2,123,4,4,7,0.66,1,75,9,1,3,2,1.66666666666667,0,0,0,1,0.333333333333333,0,1,2,False
473,0,3,1,0,8,1,77,1,0,0,7.7,0,0,4,5,1,1,1.0,1,1,0,0,0.5,0,1,1,False
474,0,0,1,0,3,1,42,1,0,1,1.24,0,70,1,0,2,2,1.2,0,0,0,3,0.4,0,2,1,False
475,0,0,1,1,1,1,32,2,0,1,0.82,1,75,1,0,5,2,1.2,0,0,0,1,0.25,0,2,0,False
476,0,1,1,0,11,1,36,1,0,0,6.0,0,0,0,1,2,0,2.0,2,1,0,0,0.5,0,2,0,False
477,0,1,1,0,14,1,41,1,0,0,5.86,0,0,3,2,1,1,1.0,1,1,0,0,0.5,0,2,1,False
478,0,0,1,1,3,1,59,3,0,2,0.98,0,62,4,2,2,2,3.625,0,1,0,1,0.666666666666667,0,1,1,False
479,0,0,1,0,5,2,32,1,1,2,1.78,0,66,5,0,2,1,4.5,3,2,0,4,0.25,0,2,0,False
480,0,0,1,0,6,1,136,3,5,2,1.46,0,90,6,3,5,2,1.92307692307692,0,0,0,2,0.666666666666667,0,1,1,True
481,0,0,1,0,3,1,82,1,1,1,2.73,0,87,5,4,1,1,5.0,0,2,0,56,0.428571428571429,0,1,2,True
482,0,0,1,1,1,1,37,2,0,1,0.7,1,75,1,0,4,2,1.6,0,0,0,0,0.5,0,1,1,False
483,0,0,1,0,4,1,51,1,1,2,1.76,0,50,1,1,1,2,1.33333333333333,0,0,0,1,0.333333333333333,0,1,1,False
484,0,0,1,0,4,1,47,1,1,1,1.88,0,19,1,1,1,2,1.0,1,1,0,1,0.333333333333333,0,1,1,False
485,2,0,4,0,19,9,99,1,0,1,0.52,6,83,1,0,14,2,7.66666666666667,4,11,2,241,0.3,0,2,5,False
486,1,2,1,0,9,2,389,11,3,14,1.03,1,100,7,2,14,2,2.89655172413793,0,1,0,12,0.222222222222222,0,2,6,False
487,0,0,3,0,13,3,40,1,0,0,1.74,1,100,1,0,4,2,3.0,3,9,2,0,1.0,0,1,0,False
488,0,0,1,0,7,2,33,1,0,0,1.43,2,100,1,0,8,2,3.0,3,7,1,63,0.2,0,1,1,True
489,0,0,3,0,16,3,47,1,0,0,1.74,2,100,1,0,5,2,2.0,2,3,2,4,0.25,0,3,3,False
490,0,0,2,0,11,3,66,3,0,0,0.82,3,100,1,0,12,2,1.33333333333333,0,1,0,11,0.25,0,4,0,False
491,0,0,1,0,12,1,35,1,0,0,3.5,0,0,3,17,3,1,2.0,2,1,0,0,0.5,0,4,1,False
492,0,0,2,0,7,2,48,2,0,0,1.04,0,100,4,0,6,2,1.33333333333333,0,1,0,8,0.2,0,3,2,False
493,0,0,6,0,14,6,36,1,0,0,0.97,2,100,1,0,5,2,3.0,3,8,3,0,0.5,0,3,0,False
494,0,0,3,0,4,3,79,1,0,0,1.93,1,100,1,0,7,2,2.0,1,1,0,2,0.333333333333333,0,3,1,False
495,0,0,1,0,17,1,67,1,0,0,3.19,0,100,1,0,4,2,0.0,0,1,0,104,0.4,0,1,1,False
496,0,0,2,0,11,2,44,2,0,0,1.33,2,100,1,0,6,2,1.0,0,1,0,3,0.2,0,3,1,False
497,0,0,2,0,9,3,58,2,1,0,0.79,2,100,4,0,15,2,2.66666666666667,2,3,0,20,0.25,0,5,0,False
498,0,0,1,2,4,1,34,1,0,0,2.43,0,0,1,0,1,1,2.33333333333333,0,1,0,0,0.5,0,2,1,False
499,1,0,1,0,5,1,76,3,3,1,0.78,0,81,3,6,7,2,2.1,0,1,0,3,0.333333333333333,0,3,2,False
500,0,0,1,0,4,1,57,1,1,1,0.89,0,71,2,1,6,2,1.0,0,1,0,4,0.5,0,4,1,False
501,0,1,1,0,11,1,33,1,0,0,5.5,0,0,0,3,1,0,0.0,0,1,0,1,0.333333333333333,0,3,2,False
502,0,0,1,0,4,1,36,1,0,0,1.89,0,100,4,0,1,1,2.0,1,1,0,2,0.333333333333333,0,3,1,False
503,0,0,1,0,7,1,71,1,0,1,2.09,0,80,4,0,4,1,2.4,0,1,0,7,0.333333333333333,0,3,2,False
504,1,0,1,0,9,2,61,1,0,1,0.86,2,37,1,0,5,2,3.0,0,2,0,12,0.333333333333333,0,4,1,False
505,0,0,1,0,4,1,61,1,0,1,1.69,0,70,3,0,5,1,1.6,1,2,0,14,0.285714285714286,0,3,1,False
506,0,0,1,0,3,1,92,1,0,0,1.11,0,0,3,0,2,1,2.29411764705882,1,2,0,32,0.166666666666667,0,5,2,False
507,12,5,2,0,6,3,434,7,6,4,0.48,1,92,2,3,20,2,16.051724137931,0,1,0,137,0.227272727272727,1,4,5,True
508,1,1,3,0,11,4,59,1,0,0,0.82,2,0,1,0,7,1,3.66666666666667,3,1,0,1,0.333333333333333,0,2,1,False
509,0,0,1,0,5,1,31,1,0,2,1.82,0,33,1,0,1,2,2.5,2,3,0,2,0.333333333333333,0,3,0,False
510,0,3,2,0,6,3,65,1,0,1,0.67,0,75,1,16,2,2,4.33333333333333,2,2,0,16,0.285714285714286,0,3,2,False
511,0,0,2,0,4,2,97,1,3,1,0.54,0,56,1,3,6,4,1.6875,0,0,0,76,0.416666666666667,0,4,2,False
512,0,0,1,0,5,1,49,1,0,0,2.13,0,0,1,32,1,2,0.6,0,0,0,0,0.5,0,4,0,False
513,0,0,1,0,3,1,32,1,0,0,2.29,0,0,1,0,0,2,0.0,0,0,0,0,0.5,0,1,2,False
514,2,0,1,0,4,2,75,2,1,3,0.76,0,64,2,0,2,2,2.77777777777778,1,2,0,0,0.5,0,5,0,False
515,0,1,1,0,2,1,42,2,1,3,0.88,0,66,2,0,3,2,1.28571428571429,0,1,0,0,0.5,0,2,1,False
516,0,0,1,0,4,1,107,2,2,2,1.06,0,75,2,1,5,3,3.625,0,0,0,2,0.666666666666667,0,4,4,False
517,0,0,1,0,5,1,43,1,0,0,7.17,0,0,5,2,0,1,0.0,0,0,0,1,0.333333333333333,0,2,1,False
518,0,1,1,0,10,1,54,1,0,0,9.0,0,0,5,2,2,1,3.0,3,1,0,2,0.4,0,1,3,False
519,0,1,1,0,4,1,36,1,0,0,7.2,0,0,5,1,2,1,1.0,1,1,0,0,0.5,0,3,1,False
520,0,1,1,0,4,1,28,1,0,0,4.67,0,0,3,6,0,1,24.0,24,0,0,0,0.5,0,3,1,False
521,0,2,1,0,5,1,70,1,0,0,11.67,0,0,4,11,0,1,17.5,6,0,0,0,0.5,0,4,0,False
522,0,1,1,0,7,1,34,1,0,0,4.86,0,0,3,1,1,1,1.0,1,1,0,0,0.5,0,3,1,False
523,0,0,1,0,4,1,26,1,0,0,5.2,0,0,5,1,0,1,1.0,1,1,0,0,1.0,0,1,0,False
524,0,0,1,0,4,1,39,1,0,0,4.33,0,0,0,1,0,0,0.0,0,1,0,0,1.0,0,1,0,False
525,0,1,1,0,5,1,30,1,0,0,6.0,0,0,5,4,0,1,4.0,4,1,0,0,0.666666666666667,0,2,0,False
526,0,0,1,0,4,1,84,1,3,2,1.27,0,59,2,12,1,1,2.55555555555556,0,0,0,3,0.666666666666667,0,4,1,False
527,0,0,1,2,4,1,82,1,0,1,1.26,0,86,1,24,2,2,13.9090909090909,0,0,0,0,0.5,0,5,0,False
528,0,0,1,0,5,1,99,1,1,1,4.71,0,50,2,0,0,1,21.6666666666667,1,1,0,11,0.5,0,4,3,False
529,0,0,1,0,5,1,67,2,0,3,1.46,0,66,3,1,6,2,3.42857142857143,0,1,0,3,0.333333333333333,0,3,3,False
530,0,0,1,0,11,2,318,1,4,7,2.19,0,79,3,0,7,1,5.08333333333333,0,1,0,112,0.4,0,4,1,False
531,8,7,1,0,7,2,635,11,11,8,0.85,0,94,3,4,30,3,3.74285714285714,0,0,0,263,0.391304347826087,1,4,5,True
532,2,1,1,1,4,1,141,3,2,3,0.84,0,92,1,2,8,3,2.73076923076923,0,0,0,52,0.333333333333333,0,3,2,True
533,1,0,1,0,9,2,78,1,0,0,1.3,1,100,3,0,3,1,8.6,3,2,0,23,0.5,0,4,2,False
534,0,0,1,0,6,2,144,2,4,4,0.84,0,83,1,1,13,3,2.38888888888889,0,0,0,6,0.333333333333333,0,3,1,False
535,6,0,1,3,3,2,187,1,0,11,0.52,0,91,1,0,4,2,2.76744186046512,0,0,0,0,0.5,0,2,5,False
536,0,1,1,0,5,2,65,1,0,2,1.1,0,43,3,0,2,1,1.75,0,1,0,0,0.5,0,5,0,False
537,0,0,1,0,6,1,506,1,0,38,1.17,0,97,1,0,1,2,1.80263157894737,1,1,0,0,0.5,0,2,2,False
538,0,0,4,0,4,5,36,1,1,0,0.59,1,50,1,0,4,2,5.0,3,5,1,3,0.25,0,4,2,False
539,0,0,1,0,5,1,38,1,0,1,2.38,0,0,1,0,0,2,1.33333333333333,1,1,0,1,0.333333333333333,0,4,1,False
540,0,0,0,0,0,0,21,1,0,0,5.25,0,0,0,3,0,0,0.0,0,0,0,0,0.5,0,4,1,False
541,3,0,2,0,6,3,90,1,0,6,0.51,0,80,1,0,1,1,3.55555555555556,2,1,0,4,0.5,0,2,4,False
542,7,0,3,0,8,5,119,1,0,3,0.32,0,70,1,0,6,1,5.0,1,1,0,3,0.666666666666667,0,3,3,True
543,0,0,1,0,6,1,75,1,0,4,1.5,0,75,1,0,0,2,3.33333333333333,1,1,0,4,0.333333333333333,0,4,2,False
544,0,0,1,0,5,1,37,1,0,1,2.31,0,0,1,0,0,2,2.66666666666667,1,1,0,1,0.333333333333333,0,4,1,False
545,9,4,2,0,3,3,158,7,2,26,0.24,0,87,1,0,10,2,5.11111111111111,1,1,0,284,0.4375,0,2,3,False
546,2,0,1,0,5,3,62,1,0,0,0.54,0,0,2,1,9,1,2.75,1,2,0,5,0.333333333333333,0,3,1,False
547,0,0,0,0,0,0,23,1,0,0,3.83,0,0,2,0,0,1,0.0,0,0,0,0,1.0,0,1,0,False
548,0,0,1,0,5,1,31,1,0,0,3.88,0,0,0,1,1,0,1.5,1,1,0,0,0.5,0,3,0,False
549,0,0,1,0,4,1,84,1,0,0,4.0,0,0,0,1,2,0,1.23076923076923,0,0,0,0,0.5,0,3,0,False
550,0,1,1,0,7,1,37,1,0,0,7.4,0,0,0,3,2,0,1.0,1,1,0,3,0.5,0,5,2,False
551,2,0,1,0,5,2,495,6,0,16,0.67,0,93,1,0,21,2,2.4,0,1,0,8,0.375,0,4,4,True
552,0,0,1,3,5,1,319,3,0,13,0.91,0,92,1,0,1,2,3.1,0,0,0,0,0.5,0,2,5,False
553,0,0,1,0,5,1,131,1,0,5,1.42,0,89,1,0,1,3,1.21052631578947,0,0,0,1,0.666666666666667,0,2,4,False
554,0,0,1,0,6,2,225,2,0,5,0.78,0,86,1,0,2,2,1.79310344827586,0,1,0,73,0.333333333333333,0,3,5,False
555,3,0,1,0,4,2,204,4,1,13,0.68,0,87,1,1,28,2,15.1034482758621,0,1,0,78,0.153846153846154,0,4,5,True
556,0,0,1,0,3,1,24,1,0,0,2.4,0,100,3,0,0,1,3.0,3,2,0,0,0.5,0,2,0,False
557,0,0,1,0,2,1,100,2,1,1,2.78,0,0,2,0,2,2,2.25,1,1,0,30,0.6,0,3,0,True
558,0,0,1,0,0,1,44,1,1,0,4.89,0,100,3,0,2,1,0.0,0,2,0,1,0.333333333333333,0,3,0,False
559,0,0,2,0,5,2,207,3,5,4,0.66,0,100,3,0,16,2,2.32,0,1,0,25,0.285714285714286,0,3,3,False
560,0,0,1,0,17,8,52,1,1,0,0.72,9,0,2,0,12,1,6.0,6,24,1,1,0.25,0,3,0,False
561,0,0,2,0,5,4,45,1,2,0,0.51,2,0,3,0,18,1,3.0,0,1,0,1,0.333333333333333,0,4,1,False
562,3,0,1,0,3,2,73,3,0,6,0.63,0,55,2,0,5,2,4.0,2,1,0,1,0.333333333333333,0,1,1,False
563,1,0,1,0,6,4,61,1,0,2,0.51,1,60,2,0,3,1,4.0,2,1,0,15,0.5,0,2,1,False
564,0,0,1,0,5,2,71,1,0,2,0.84,0,38,1,0,4,2,2.44444444444444,0,0,0,1,0.333333333333333,0,3,1,False
565,0,0,1,0,3,1,55,1,0,1,1.31,0,58,2,0,2,1,1.66666666666667,0,0,0,68,0.5,0,4,1,False
566,0,0,2,1,9,3,363,4,10,4,0.63,1,92,1,1,29,3,3.3125,1,1,0,359,0.346153846153846,3,5,3,True
567,3,5,1,0,2,2,196,5,0,22,0.39,0,100,1,0,19,3,2.56,1,1,0,10,0.4,0,2,3,False
568,1,0,1,1,7,3,33,1,0,0,1.0,0,0,1,0,1,1,4.0,0,1,0,3,0.333333333333333,0,3,0,False
569,3,7,1,0,4,2,187,5,1,11,0.57,0,81,3,2,9,2,1.92105263157895,0,0,0,218,0.478260869565217,5,2,4,False
570,0,0,1,0,6,3,40,1,0,1,0.98,1,50,4,0,4,1,1.5,1,1,0,3,0.5,0,3,0,False
571,0,0,1,0,8,1,49,1,0,1,2.04,0,66,4,0,2,1,2.33333333333333,1,1,0,1,0.5,0,3,0,False
572,1,0,1,0,5,2,119,3,4,5,0.71,1,81,4,1,9,2,2.6875,0,0,0,2,0.25,0,3,2,False
573,0,0,2,0,7,3,155,1,0,6,0.61,1,80,3,2,13,1,2.41176470588235,1,1,0,86,0.5,0,4,1,True
574,0,0,1,0,4,3,99,1,0,2,1.11,2,58,1,0,1,2,2.5,0,0,0,38,0.428571428571429,0,2,2,True
575,3,2,1,0,1,2,46,2,0,12,0.24,0,88,1,0,5,2,3.625,0,0,0,22,0.666666666666667,0,1,2,False
576,0,0,1,2,3,1,32,1,0,0,2.46,0,0,1,0,0,1,4.0,2,1,0,0,0.666666666666667,0,1,0,False
577,0,3,1,0,6,2,319,1,11,5,1.01,0,93,2,26,41,1,3.13888888888889,0,0,0,269,0.391304347826087,3,4,6,False
578,0,0,1,0,8,1,30,1,0,0,3.0,0,100,3,0,0,1,3.0,3,2,0,0,0.5,0,5,0,False
579,0,0,1,0,6,1,86,1,0,0,3.91,0,0,2,1,1,1,3.0,0,1,0,26,0.333333333333333,0,4,2,False
580,0,0,1,0,9,2,113,3,1,0,0.81,1,93,2,0,22,2,3.44444444444444,0,1,0,25,0.461538461538462,0,4,6,True
581,0,0,1,0,15,6,66,1,1,0,0.5,2,66,2,3,21,1,2.33333333333333,0,1,0,126,0.5,0,2,3,False
582,0,0,1,0,6,2,161,1,0,3,0.75,0,75,2,3,5,1,4.52380952380952,0,0,0,15,0.4,0,5,3,True
583,0,0,2,0,8,2,45,1,1,0,1.07,2,100,2,8,8,1,5.33333333333333,2,2,0,129,0.222222222222222,0,6,1,True
584,3,1,3,0,11,6,192,1,3,4,0.41,4,79,1,2,28,2,5.76923076923077,2,1,0,76,0.263157894736842,0,3,3,True
585,0,0,1,0,5,1,135,2,2,1,2.01,0,72,2,1,2,2,1.4,0,1,0,6,0.5,0,4,4,True
586,0,0,1,0,6,1,135,1,0,2,1.82,0,90,1,3,6,1,4.375,0,1,0,3,0.333333333333333,0,5,0,False
587,0,0,2,0,10,3,156,1,8,1,0.55,1,92,1,1,35,2,3.0,0,1,0,8,0.285714285714286,0,2,6,True
588,0,0,1,0,3,1,24,1,0,0,2.67,0,100,1,1,0,2,2.0,2,1,0,0,0.5,0,3,0,False
589,0,2,1,0,12,1,48,1,0,0,5.33,0,0,1,2,4,1,5.5,4,1,0,0,0.5,0,4,1,False
590,0,5,1,0,11,1,106,1,0,0,8.83,0,0,0,1,4,0,5.0,1,0,0,1,0.333333333333333,0,3,2,False
591,0,5,1,0,7,1,57,1,0,0,5.18,0,0,0,2,3,0,2.6,2,0,0,20,0.333333333333333,0,4,0,False
592,0,1,1,0,5,1,27,1,0,0,4.5,0,0,1,1,1,1,1.0,1,1,0,0,0.5,0,3,0,False
593,0,0,1,0,5,1,191,1,0,12,0.99,0,93,1,0,1,2,4.85185185185185,1,1,0,8,0.333333333333333,0,2,5,True
594,1,0,1,1,3,1,46,1,0,0,1.21,0,85,1,0,1,2,0.714285714285714,0,0,0,0,1.0,0,1,0,False
595,1,0,1,1,3,1,50,1,0,0,1.35,0,85,1,0,1,2,0.571428571428571,0,0,0,0,0.5,0,3,1,False
596,0,0,1,0,5,2,43,1,0,1,1.3,0,33,1,0,3,2,1.33333333333333,0,0,0,45,0.5,0,3,1,False
597,0,0,1,0,4,1,52,1,0,1,0.75,0,14,1,0,6,2,1.42857142857143,0,0,0,1,0.333333333333333,0,3,1,False
598,0,0,1,0,7,3,84,1,3,0,0.72,1,62,2,3,9,1,2.125,0,1,0,53,0.625,0,1,0,True
599,1,0,1,0,6,3,71,1,4,1,0.52,1,71,1,4,6,3,6.0,4,1,0,62,0.3,0,6,0,True
600,0,0,2,0,5,3,49,1,0,2,0.48,1,30,2,3,9,1,4.6,3,2,0,51,0.375,0,3,3,True
601,0,1,1,0,5,1,28,1,0,0,5.6,0,0,1,1,0,1,1.0,1,1,0,0,0.5,0,2,1,False
602,0,0,1,0,4,3,47,1,2,0,0.68,0,0,3,0,6,1,3.5,3,2,0,6,0.5,0,3,3,True
603,0,4,1,0,8,1,54,1,0,0,6.0,0,0,0,2,2,0,1.75,1,1,0,6,0.25,0,3,2,False
604,0,0,1,0,6,4,80,1,2,1,0.83,1,0,3,0,5,1,10.0,4,3,0,5,0.2,0,2,1,True
605,0,0,2,0,4,3,47,1,0,1,0.42,1,50,2,0,13,1,2.8,1,2,0,64,0.25,0,5,3,True
606,0,0,1,0,7,3,107,1,2,0,1.57,1,0,3,0,10,1,2.5,1,2,0,49,0.461538461538462,0,4,2,True
607,0,0,1,0,3,1,39,1,0,1,0.67,0,19,2,0,6,1,1.8,1,1,0,0,0.5,0,3,1,False
608,0,0,1,0,5,3,36,1,0,3,0.61,0,44,1,0,3,1,4.66666666666667,3,1,0,0,1.0,0,1,0,False
609,0,0,1,0,6,2,58,1,0,2,0.73,0,33,2,0,11,1,4.66666666666667,1,1,0,4,0.285714285714286,0,3,2,True
610,0,0,1,0,5,2,112,1,2,4,0.78,0,78,1,3,11,2,3.3125,0,1,0,14,0.571428571428571,0,5,1,False
611,0,0,1,0,3,2,54,2,0,1,0.61,0,14,1,0,6,2,1.75,0,0,0,0,0.5,0,5,2,True
612,0,0,1,0,0,1,24,1,0,0,2.67,0,0,2,0,2,1,0.0,0,5,0,0,0.5,0,3,1,False
613,0,3,1,0,5,1,37,1,0,0,4.11,0,0,1,1,1,2,6.33333333333333,5,1,0,0,0.5,0,3,0,False
614,0,1,1,0,5,1,29,1,0,0,4.83,0,0,1,1,1,1,0.0,0,1,0,0,0.5,0,3,0,False
615,0,1,1,0,5,1,26,1,0,0,3.71,0,0,1,2,1,1,6.0,6,1,0,0,0.5,0,3,1,False
616,0,0,1,0,5,2,75,1,1,3,0.75,0,51,2,3,8,3,4.33333333333333,1,1,0,8,0.333333333333333,0,5,0,False
617,0,0,1,0,9,2,51,1,0,0,1.27,1,0,3,0,6,1,3.66666666666667,1,2,0,2,0.333333333333333,0,4,1,False
618,0,3,1,0,5,1,37,1,0,0,3.36,0,0,2,1,3,1,2.66666666666667,2,1,0,0,0.5,0,5,0,False
619,0,0,1,0,8,1,47,1,0,0,2.04,0,0,3,0,5,1,3.66666666666667,1,2,0,0,0.5,0,5,0,False
620,0,0,1,0,4,1,31,1,0,0,2.07,0,0,3,0,4,1,2.0,0,2,0,0,0.5,0,4,0,False
621,0,0,1,0,3,1,50,1,0,1,0.96,0,0,1,1,3,2,2.85714285714286,1,1,0,3,0.25,0,3,3,False
622,0,1,1,0,7,1,31,1,0,0,6.2,0,0,0,2,1,0,1.0,1,0,0,0,0.5,0,3,0,False
623,0,0,1,0,3,2,45,1,0,3,0.58,0,41,1,0,7,2,3.33333333333333,1,1,0,3,0.666666666666667,0,4,1,False
624,0,2,1,0,4,1,29,1,0,0,4.14,0,0,1,1,1,1,2.5,2,1,0,0,0.5,0,3,0,False
625,0,0,1,0,5,2,82,1,1,2,0.86,0,63,1,2,7,2,2.3,0,0,0,11,0.3,0,4,1,False
626,0,0,1,0,4,2,62,1,0,1,0.52,0,68,1,0,11,2,2.125,0,0,0,3,0.666666666666667,0,3,1,False
627,10,1,1,2,8,2,610,1,6,12,1.09,0,94,1,1,37,1,8.31481481481481,0,0,0,242,0.375,3,3,8,True
628,1,0,1,1,8,2,121,1,0,3,0.91,0,76,1,2,10,1,5.27272727272727,1,1,0,6,0.5,0,3,2,False
629,1,0,1,0,5,1,106,1,4,1,1.23,0,85,1,4,9,2,2.8,1,0,0,5,0.5,0,4,2,False
630,0,0,1,0,5,1,90,2,1,6,0.93,0,85,3,0,3,2,1.69230769230769,0,0,0,0,0.5,0,3,1,False
631,0,0,1,0,4,2,29,1,0,1,1.16,0,50,3,0,2,1,1.0,1,2,0,2,0.75,0,1,0,False
632,1,0,1,0,5,1,105,3,1,4,0.95,0,68,3,0,4,2,1.22222222222222,0,1,0,0,0.5,0,3,2,False
633,0,1,1,0,5,1,27,1,0,0,6.75,0,0,0,0,0,0,1.0,1,0,0,0,0.5,0,3,1,False
